ASX Warrants Market as at 02/09/2004 17:01:31
CODE,TYPE,EXERCISE,EXPIRY,RATIO,EX STYLE,ISSUER,REGISTRY,LISTED,ISSUED (M),NOTES
WMRIMD,Instalment High Geared Rolling,4.25,20/05/2005,1.0,American,MACQUARIE,COR,05/05/2003,10,
WMRIMG,Instalment High Geared Rolling,4.25,18/11/2004,1.0,American,MACQUARIE,COR,11/11/2003,10,
WMRIMO,Instalment High Geared,2.75,22/12/2005,1.0,American,MACQUARIE,COR,09/06/2004,10,
WMRIMY,Instalment High Geared,3.50,23/09/2004,1.0,American,MACQUARIE,COR,18/05/2004,10,
WMRIOC,Instalment Regular Normal,2.50,23/06/2005,1.0,American,CITIWARRANTS,COR,21/05/2003,10,
WMRIOE,Instalment High Geared,3.50,29/04/2005,1.0,American,CITIWARRANTS,COR,24/03/2004,10,
WMRIWH,Instalment High Geared Rolling,4.50,06/12/2004,1.0,European,WESTPAC,COR,06/01/2004,10,
WMRIWK,Instalment Regular Rolling,2.75,17/06/2005,1.0,European,WESTPAC,COR,18/06/2004,10,
WMRIWL,Instalment High Geared Rolling,3.75,17/06/2005,1.0,European,WESTPAC,COR,18/06/2004,10,
WMRIYE,Instalment Regular Normal,3.00,25/09/2006,1.0,American,COMM BANK,COR,30/09/2003,10,
WMRIZK,Instalment High Geared,5.50,20/01/2005,1.0,American,ABN AMRO,ADR,09/01/2004,1,
WMRIZO,Instalment Regular Normal,2.50,15/06/2005,1.0,American,ABN AMRO,ADR,12/09/2003,1,
WMRIZQ,Instalment Regular Rolling,3.00,02/12/2005,1.0,American,ABN AMRO,ADR,03/05/2004,1,
WMRWMB,Equity Call,5.00,23/09/2004,3.0,European,MACQUARIE,COR,06/05/2004,15,
WMRWMC,Equity Call,5.25,25/11/2004,3.0,European,MACQUARIE,COR,16/08/2004,15,
WMRWMQ,Equity Put,5.00,23/09/2004,3.0,European,MACQUARIE,COR,06/05/2004,15,Exercise Price amended from $4.50 to $5.00 on 19/7/04.
WMRWMR,Equity Put,4.75,25/11/2004,3.0,European,MACQUARIE,COR,16/08/2004,15,
WMRWOA,Equity Call,5.00,23/09/2004,3.0,European,CITIWARRANTS,COR,04/05/2004,30,
WMRWOB,Equity Call,5.50,23/12/2004,3.0,European,CITIWARRANTS,COR,04/05/2004,30,
WMRWOC,Equity Call,5.25,23/12/2004,3.0,European,CITIWARRANTS,COR,15/07/2004,30,
WMRWOP,Equity Put,4.50,23/09/2004,3.0,European,CITIWARRANTS,COR,04/05/2004,30,
WMRWOQ,Equity Put,4.75,23/12/2004,3.0,European,CITIWARRANTS,COR,15/07/2004,30,
WMRWZB,Equity Call,5.25,22/12/2004,2.0,American,ABN AMRO,ADR,02/07/2004,2,
WMRWZQ,Equity Put,4.50,22/12/2004,2.0,American,ABN AMRO,ADR,02/07/2004,2,
WMRXDG,Barrier Call.,4.02,23/09/2004,4.0,European,DEUTSCHE,COR,17/03/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WMRXDH,Barrier Call.,3.52,23/09/2004,4.0,European,DEUTSCHE,COR,17/03/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WMRXDJ,Barrier Call.,4.33,23/09/2004,4.0,European,DEUTSCHE,COR,28/06/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WMRXDK,Barrier Call.,4.58,23/03/2005,4.0,European,DEUTSCHE,COR,30/08/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WMRXDL,Barrier Call.,4.33,23/03/2005,4.0,European,DEUTSCHE,COR,30/08/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WMRXDS,Barrier Put.,5.52,23/09/2004,4.0,European,DEUTSCHE,COR,23/02/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WMRXDT,Barrier Put.,5.77,23/09/2004,4.0,European,DEUTSCHE,COR,23/02/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WMRXDV,Barrier Put.,5.08,23/03/2005,4.0,European,DEUTSCHE,COR,30/08/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WMRXDW,Barrier Put.,5.33,23/03/2005,4.0,European,DEUTSCHE,COR,30/08/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WMRXMA,Barrier Call.,4.33,09/09/2004,1.0,European,MACQUARIE,COR,12/07/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WMRXMP,Barrier Put.,5.58,09/09/2004,1.0,European,MACQUARIE,COR,12/07/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WMRXOA,Barrier Call.,4.58,23/09/2004,1.0,European,CITIWARRANTS,COR,04/06/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched. Ex Price and Barrier Level amended from $3.50 to $4.40 on 24/6/04 and to $4.75 on 13/7/04.
WMRXOB,Barrier Call.,3.83,23/09/2004,1.0,European,CITIWARRANTS,COR,04/06/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WMRXOP,Barrier Put.,5.58,23/09/2004,1.0,European,CITIWARRANTS,COR,04/06/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WMRXOQ,Barrier Put.,5.33,23/09/2004,1.0,European,CITIWARRANTS,COR,04/06/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched. Ex Price and Barrier Level amended from $6.50 to $5.50 on 21/6/04.
WMRXSA,Barrier Call.,4.08,23/09/2004,1.0,European,UBS,COR,31/03/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WMRXSB,Barrier Call.,4.25,24/02/2005,1.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WMRXSC,Barrier Call.,4.50,24/02/2005,1.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WMRXSP,Barrier Put.,5.83,23/09/2004,1.0,European,UBS,COR,31/03/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WMRXSQ,Barrier Put.,5.75,24/02/2005,1.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WMRXSR,Barrier Put.,6.25,24/02/2005,1.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WOWDSU,Instalment High Geared,11.00,24/02/2005,1.0,American,UBS,COR,02/09/2004,10,Trading deferred settlement until 15/9/04. Normal T+3 trading commences 16/9/04.
WOWECE,Endowment,0.611,18/08/2006,1.0,European,CREDIT SUISS,COR,14/02/1996,30,
WOWEMF,Endowment,2.442,30/06/2008,1.0,European,MACQUARIE,COR,28/08/1997,4,
WOWEMG,Endowment,2.572,16/02/2009,1.0,European,MACQUARIE,COR,17/08/1998,2,
WOWIDA,Instalment Regular Rolling,8.00,15/06/2005,1.0,European,DEUTSCHE,COR,10/04/2000,10,
WOWIDH,Instalment High Geared Rolling,12.00,15/06/2005,1.0,European,DEUTSCHE,COR,20/05/2002,10,
WOWIGF,Instalment Regular Rolling,7.50,17/11/2004,1.0,European,SG AUST,ADR,16/12/2002,5,
WOWIMC,Instalment Regular Rolling,7.50,20/05/2005,1.0,American,MACQUARIE,COR,19/03/2001,10,
WOWIMD,Instalment High Geared Rolling,10.00,20/05/2005,1.0,American,MACQUARIE,COR,09/05/2002,10,
WOWIMF,Instalment Regular Rolling,7.00,18/11/2004,1.0,American,MACQUARIE,COR,07/11/2002,10,
WOWIMG,Instalment High Geared Rolling,10.00,18/11/2004,1.0,American,MACQUARIE,COR,29/08/2001,10,
WOWIOC,Instalment Regular Normal,8.00,23/06/2005,1.0,American,CITIWARRANTS,COR,21/05/2003,10,
WOWIOI,Instalment Regular Normal,8.00,18/11/2004,1.0,American,CITIWARRANTS,COR,18/11/2003,10,
WOWIOL,Instalment Regular Normal,9.00,29/04/2005,1.0,American,CITIWARRANTS,COR,24/03/2004,10,
WOWIPB,Instalment High Geared,8.00,23/09/2004,1.0,American,BNP PARIBAS,COR,26/07/2001,1,
WOWISU,Instalment High Geared,11.00,24/02/2005,1.0,American,UBS,COR,16/09/2004,10,
WOWIWE,Instalment Regular Normal,8.00,25/05/2005,1.0,American,WESTPAC,COR,28/05/2003,10,
WOWIWF,Instalment High Geared,10.50,25/05/2005,1.0,American,WESTPAC,COR,28/05/2003,10,
WOWIWG,Instalment Regular Rolling,8.25,06/12/2004,1.0,European,WESTPAC,COR,18/12/2003,10,
WOWIWH,Instalment High Geared Rolling,10.50,06/12/2004,1.0,European,WESTPAC,COR,06/01/2004,10,
WOWIYB,Instalment Regular Normal,9.75,26/05/2005,1.0,American,COMM BANK,COR,29/04/2002,20,
WOWIYE,Instalment Regular Normal,9.00,25/09/2006,1.0,American,COMM BANK,COR,30/09/2003,10,
WOWIZO,Instalment Regular Normal,6.50,15/06/2005,1.0,American,ABN AMRO,ADR,12/09/2003,1,
WOWIZQ,Instalment Regular Rolling,6.75,02/12/2005,1.0,American,ABN AMRO,ADR,03/05/2004,1,
WOWSMS,Self Funding Instalments,5.8025,30/06/2008,1.0,American,MACQUARIE,COR,01/08/2003,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security. Ex Price amended from $6.043 to $5.8025 on 30/8/04.
WOWSMT,Self Funding Instalments,6.0307,30/06/2009,1.0,American,MACQUARIE,COR,09/02/2004,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security. Ex Price amended from $6.271 to $6.0307 on 30/8/04.
WOWSWA,Self Funding Instalments,6.5142,30/06/2009,1.0,European,WESTPAC,COR,16/02/2004,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security. Ex Price amended from $6.7696 to $6.5142 on 30/8/04.
WOWWMB,Equity Call,12.00,23/09/2004,4.0,European,MACQUARIE,COR,06/05/2004,20,
WOWWMC,Equity Call,13.00,23/12/2004,4.0,European,MACQUARIE,COR,06/09/2004,20,
WOWWMP,Equity Put,11.00,23/09/2004,4.0,European,MACQUARIE,COR,06/05/2004,20,
WOWWMQ,Equity Put,12.00,23/12/2004,4.0,European,MACQUARIE,COR,06/09/2004,20,
WOWWOA,Equity Call,13.00,23/09/2004,4.0,European,CITIWARRANTS,COR,15/07/2004,40,Ex Price amended from $12.00 to $13.00 on 26/8/04.
WOWWOB,Equity Call,13.50,23/12/2004,4.0,European,CITIWARRANTS,COR,15/07/2004,40,Ex Price amended from $11.50 to $13.50 on 26/8/04.
WOWWON,Equity Call,12.50,23/09/2004,4.0,European,CITIWARRANTS,COR,04/05/2004,40,Ex Price amended from $11.75 to $12.50 on 26/8/04.
WOWWOO,Equity Call,12.50,23/12/2004,4.0,European,CITIWARRANTS,COR,04/05/2004,40,Ex Price amended from $12.00 to $12.50 on 21/6/04.
WOWWOP,Equity Put,11.00,23/12/2004,4.0,European,CITIWARRANTS,COR,04/05/2004,40,
WOWWOZ,Equity Put,11.25,23/09/2004,4.0,European,CITIWARRANTS,COR,04/05/2004,40,
WOWXDG,Barrier Call.,9.80,23/09/2004,4.0,European,DEUTSCHE,COR,23/02/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WOWXDH,Barrier Call.,10.80,23/09/2004,4.0,European,DEUTSCHE,COR,17/03/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WOWXMA,Barrier Call.,10.76,09/09/2004,1.0,European,MACQUARIE,COR,12/07/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WPLEME,Endowment,3.506,31/10/2006,1.0,European,MACQUARIE,COR,20/06/1996,8,
WPLEMF,Endowment,7.953,31/10/2008,1.0,European,MACQUARIE,COR,18/08/1997,4,
WPLIDA,Instalment Regular Rolling,9.00,15/06/2005,1.0,European,DEUTSCHE,COR,10/04/2000,10,
WPLIDH,Instalment High Geared Rolling,13.50,15/06/2005,1.0,European,DEUTSCHE,COR,20/05/2002,10,
WPLIMC,Instalment Regular Rolling,10.50,20/05/2005,1.0,American,MACQUARIE,COR,09/05/2002,10,
WPLIMD,Instalment High Geared Rolling,14.00,20/05/2005,1.0,American,MACQUARIE,COR,19/03/2001,10,
WPLIMG,Instalment High Geared Rolling,11.50,18/11/2004,1.0,American,MACQUARIE,COR,29/08/2001,10,
WPLIMZ,Instalment High Geared,14.00,23/12/2004,1.0,American,MACQUARIE,COR,25/06/2004,10,
WPLIOC,Instalment Regular Normal,6.00,23/06/2005,1.0,American,CITIWARRANTS,COR,21/05/2003,10,
WPLIPB,Instalment High Geared,10.37,23/09/2004,1.0,American,BNP PARIBAS,COR,26/07/2001,1,
WPLISG,Rolling Reset Instalment,10.00,23/06/2005,1.0,American,UBS,COR,27/09/2002,10,The Barrier Level is $11.00
WPLISR,Instalment High Geared,14.50,17/05/2005,1.0,American,UBS,COR,03/06/2004,10,
WPLISS,Instalment High Geared Rolling,13.25,25/11/2004,1.0,American,UBS,COR,18/09/2002,10,
WPLIWF,Instalment High Geared,10.00,25/05/2005,1.0,American,WESTPAC,COR,28/05/2003,10,
WPLIWG,Instalment Regular Rolling,10.50,06/12/2004,1.0,European,WESTPAC,COR,18/12/2003,10,
WPLIWH,Instalment High Geared Rolling,13.50,06/12/2004,1.0,European,WESTPAC,COR,06/01/2004,10,
WPLIYB,Instalment Regular Normal,10.50,26/05/2005,1.0,American,COMM BANK,COR,29/04/2002,10,
WPLIYE,Instalment Regular Normal,10.00,25/09/2006,1.0,American,COMM BANK,COR,30/09/2003,10,
WPLIZK,Instalment High Geared,14.50,20/01/2005,1.0,American,ABN AMRO,ADR,09/01/2004,1,
WPLSWA,Self Funding Instalments,8.0527,30/06/2009,1.0,European,WESTPAC,COR,16/02/2004,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security. The Loan Amount was amended from $8.34 to $8.0527 on 30/8/04.
WPLWMC,Equity Call,17.00,23/09/2004,4.0,European,MACQUARIE,COR,06/05/2004,20,
WPLWMD,Equity Call,19.00,23/12/2004,4.0,European,MACQUARIE,COR,16/08/2004,20,
WPLWMP,Equity Put,16.00,23/09/2004,4.0,European,MACQUARIE,COR,06/05/2004,20,
WPLWMQ,Equity Put,18.00,23/12/2004,4.0,European,MACQUARIE,COR,16/08/2004,20,
WPLWZC,Equity Call,17.50,24/11/2004,4.0,American,ABN AMRO,ADR,02/07/2004,2,
WPLWZD,Equity Call,19.00,22/12/2004,4.0,American,ABN AMRO,ADR,02/07/2004,2,
WPLWZP,Equity Put,17.50,22/12/2004,4.0,American,ABN AMRO,ADR,02/07/2004,2,Ex Price amended from $17.50 to $18.50 on 4/8/04 and to $17.50 on 5/8/04.
WPLXDA,Barrier Call.,16.23,23/09/2004,4.0,European,DEUTSCHE,COR,23/02/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched. Ex Price & Barrier Level amended from $13.75 to $16.50 on 28/6/04.
WPLXDB,Barrier Call.,12.48,23/09/2004,4.0,European,DEUTSCHE,COR,23/02/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WPLXDD,Barrier Call.,14.73,23/09/2004,4.0,European,DEUTSCHE,COR,16/04/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WPLXDE,Barrier Call.,16.73,23/09/2004,4.0,European,DEUTSCHE,COR,30/07/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WPLXMA,Barrier Call.,16.23,09/09/2004,1.0,European,MACQUARIE,COR,12/07/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WPLXMQ,Barrier Put.,19.73,09/09/2004,1.0,European,MACQUARIE,COR,11/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WPLXOA,Barrier Call.,17.25,23/09/2004,4.0,European,CITIWARRANTS,COR,04/06/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched. Ex Price and Barrier Level amended from $14.00 to $16.00 on 13/7/04 and to $18.00 on 3/8/04 and to $17.25 on 31/8/04.
WPLXOB,Barrier Call.,16.48,23/09/2004,4.0,European,CITIWARRANTS,COR,04/06/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched. Ex Price and Barrier Level amended from $15.00 to $16.75 on 23/7/04.
WPLXOR,Barrier Put.,19.23,23/03/2005,2.0,European,CITIWARRANTS,COR,24/08/2004,20,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WPLXOS,Barrier Put.,20.23,23/03/2005,2.0,European,CITIWARRANTS,COR,24/08/2004,20,Barrier = Exercise warrant. Terminates early if the barrier is touched.
XDOWOF,International Index Call,11200,17/12/2004,0.0005,European,CITIWARRANTS,COR,15/06/2004,10,The Index multiplier is US$0.0005
XDOWOG,International Index Call,10400,17/12/2004,0.0005,European,CITIWARRANTS,COR,15/06/2004,10,The Index multiplier is US$0.0005. Ex Price amended from 11;600 to 10;400 on 11/8/04.
XDOWOP,International Index Put,9600,17/12/2004,0.0005,European,CITIWARRANTS,COR,15/06/2004,10,The Index multiplier is US$0.0005
XDOWOY,International Index Put,8400,17/12/2004,0.0005,European,CITIWARRANTS,COR,15/06/2004,10,The Index multiplier is US$0.0005
XDOWOZ,International Index Put,9200,17/12/2004,0.0005,European,CITIWARRANTS,COR,15/06/2004,10,The Index multiplier is US$0.0005
XJOWMI,Index Call,3650,16/09/2004,0.005,European,MACQUARIE,COR,01/07/2004,10,The Index Multiplier is $0.005.
XJOWMJ,Index Call,3550,01/11/2004,0.005,European,MACQUARIE,COR,01/07/2004,10,The Index Multiplier is $0.005.
XJOWMK,Index Call,3650,01/11/2004,0.005,European,MACQUARIE,COR,01/07/2004,10,The Index Multiplier is $0.005.
XJOWML,Index Call,3600,01/12/2004,0.005,European,MACQUARIE,COR,01/07/2004,10,The Index Multiplier is $0.005.
XJOWMS,Index Put,3450,16/09/2004,0.005,European,MACQUARIE,COR,01/07/2004,10,The Index Multiplier is $0.005.
XJOWMT,Index Put,3350,01/11/2004,0.005,European,MACQUARIE,COR,01/07/2004,10,The Index Multiplier is $0.005.
XJOWMW,Index Put,3450,01/11/2004,0.005,European,MACQUARIE,COR,01/07/2004,10,The Index Multiplier is $0.005.
XJOWMX,Index Put,3400,01/12/2004,0.005,European,MACQUARIE,COR,01/07/2004,10,The Index Multiplier is $0.005.
XJOWOA,Index Call,3450,16/09/2004,0.005,European,CITIWARRANTS,COR,12/01/2004,10,The Index Multiplier is $0.005.
XJOWOB,Index Call,3650,16/09/2004,0.005,European,CITIWARRANTS,COR,12/01/2004,10,The Index Multiplier is $0.005. Ex Price amended from 3;350 to 3;650 on 21/6/04.
XJOWOI,Index Call,3650,01/12/2004,0.005,European,CITIWARRANTS,COR,15/06/2004,10,The Index Multiplier is $0.005.
XJOWOJ,Index Call,3750,01/12/2004,0.005,European,CITIWARRANTS,COR,15/06/2004,10,The Index Multiplier is $0.005.
XJOWOS,Index Put,3150,16/09/2004,0.005,European,CITIWARRANTS,COR,12/01/2004,10,The Index Multiplier is $0.005. Ex Price amended from 3;100 to 3;150 on 12/5/04.
XJOWOY,Index Put,3375,01/12/2004,0.005,European,CITIWARRANTS,COR,15/06/2004,10,The Index Multiplier is $0.005.
XJOWOZ,Index Put,3425,01/12/2004,0.005,European,CITIWARRANTS,COR,15/06/2004,10,The Index Multiplier is $0.005.
XJOWSA,Index Call,3450,16/12/2004,0.005,European,UBS,COR,24/08/2004,20,The Index Multiplier is $0.005
XJOWSB,Index Call,3550,16/12/2004,0.005,European,UBS,COR,24/08/2004,20,The Index Multiplier is $0.005
XJOWSP,Index Put,3500,16/12/2004,0.005,European,UBS,COR,24/08/2004,20,The Index Multiplier is $0.005
XJOWSQ,Index Put,3600,16/12/2004,0.005,European,UBS,COR,24/08/2004,20,The Index Multiplier is $0.005
XJOXD1,Barrier Index Call.,3425,16/09/2004,0.005,European,DEUTSCHE,COR,22/06/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
XJOXD5,Barrier Index Put.,3600,16/09/2004,0.005,European,DEUTSCHE,COR,17/06/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
XJOXDF,Barrier Index Call.,3450,16/09/2004,0.005,European,DEUTSCHE,COR,17/06/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
XJOXDM,Barrier Index Call.,3410,16/09/2004,0.005,European,DEUTSCHE,COR,17/06/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
XJOXDN,Barrier Index Call.,3400,16/09/2004,0.005,European,DEUTSCHE,COR,17/06/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
XJOXDO,Barrier Index Call.,3385,16/09/2004,0.005,European,DEUTSCHE,COR,17/06/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
XJOXDZ,Barrier Index Put.,3625,16/09/2004,0.005,European,DEUTSCHE,COR,17/06/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
XJOXO5,Barrier Index Put.,3750,16/12/2004,0.005,European,CITIWARRANTS,COR,15/07/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
XJOXO6,Barrier Index Put.,3650,16/12/2004,0.005,European,CITIWARRANTS,COR,15/07/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched. Ex Price and Barrier Level amended from 3;800 to 3;650 on 3/9/04.
XJOXO7,Barrier Index Put.,3675,16/12/2004,0.005,European,CITIWARRANTS,COR,15/07/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched. Ex Price and Barrier Level amended from 3;850 to 3;675 on 3/9/04.
XJOXOE,Barrier Index Call.,3450,16/09/2004,0.005,European,CITIWARRANTS,COR,10/06/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched. Ex Price and Barrier Level amended from 3;325 to 3;450 on 21/6/04.
XJOXOG,Barrier Index Call.,3475,16/09/2004,0.005,European,CITIWARRANTS,COR,10/06/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched. Ex Price amended from 3;375 to 3;500 on 22/6/04 and to 3;400 on 27/7/04 and to 3;500 on 4/8/04 and to 3;400 on 11/8/04 and to 3;475 on 31/8/04.
XJOXOI,Barrier Index Call.,3425,16/09/2004,0.005,European,CITIWARRANTS,COR,10/06/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
XJOXOJ,Barrier Index Call.,3550,16/12/2004,0.005,European,CITIWARRANTS,COR,15/07/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched. Ex Price and Barrier Level amended from 3;300 to 3;550 on 3/9/04. 
XJOXOK,Barrier Index Call.,3500,16/12/2004,0.005,European,CITIWARRANTS,COR,15/07/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched. Ex Price and Barrier Level amended from 3;350 to 3;500 on 3/9/04. 
XJOXOL,Barrier Index Call.,3475,16/12/2004,0.005,European,CITIWARRANTS,COR,15/07/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched. Ex Price and Barrier Level amended from 3;400 to 3;475 on 3/9/04.
XJOXOM,Barrier Index Call.,3450,16/12/2004,0.005,European,CITIWARRANTS,COR,15/07/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched. 
